epoch,lr,train_loss,train_phys_reg,test_loss,test_phys_reg
1,[0.00029403],0.19120473763476056,1.8472915429059302,0.18354837018162456,1.788505878656912
2,[0.00028529701496999996],0.16554729045836428,0.5397301989838758,0.1879650967747672,0.5671492040411495
3,[0.000276823408328376],0.13981981111013567,0.37882061994041827,0.13361721820255587,0.36997610028745775
4,[0.0002686014762776149],0.13691760767694153,0.3474166687938739,0.16148273861293855,0.3532274188453963
5,[0.00026062374383069347],0.1295686191916575,0.31067591139919515,0.13328656197579175,0.3209880170410376
6,[0.00025288295801517805],0.12388114060124776,0.2999463702075317,0.13028261529357194,0.32427149162744917
7,[0.00024785058715067604],0.11901318681388459,0.28704196097454954,0.1259886966204084,0.29969614118274085
8,[0.00024048917686171379],0.11944235399339122,0.28077809414317556,0.16298627883577144,0.3662417345146126
9,[0.00023334640781974404],0.12354464466120008,0.28104015878426286,0.11767283544293854,0.297538499619915
10,[0.00022641578616108978],0.11443137966001209,0.26819529769443956,0.11669472949718361,0.27407369011246574
11,[0.00021969101089631924],0.11212670469567267,0.25473102762288763,0.11277897539201068,0.278023266064714
12,[0.00021316596818168765],0.11040761079960557,0.2560475321436178,0.12716272967392955,0.3009870854267942
13,[0.00020892396541487206],0.1065310484320267,0.2491520751713084,0.10637457439227145,0.2526502204157396
14,[0.00020271871471808493],0.10977608966067585,0.24800184321883126,0.1213140352480193,0.29758370307081544
15,[0.0001966977661722431],0.10707518991122089,0.24702933322006518,0.13869898870333172,0.30416558819539
16,[0.00019085564581916128],0.10368086029622813,0.2361105001593061,0.11164157567565629,0.24990134457471783
17,[0.00018518704228268635],0.10110612324638729,0.23266007980256567,0.15120401667125188,0.31027198676615636
18,[0.00017968680193984827],0.10104051705585544,0.23044261842309471,0.10662898752512708,0.24089485465654178
19,[0.0001761110345812453],0.10144701312649093,0.23004407301322344,0.13981556183874988,0.31232420855493687
20,[0.00017088036074314772],0.0995537022297336,0.22536519893628434,0.10053901165437851,0.23595114732220737
21,[0.0001658050431487155],0.09862386425465085,0.21983370494120436,0.10361151207389353,0.23677069269644935
22,[0.00016088046756215546],0.09628630349555539,0.21784056315731146,0.11518837275630883,0.2541237747046485
23,[0.0001561021567950919],0.10262453369212773,0.22759859556372952,0.10012753701000325,0.2263007382911914
24,[0.00015146576663612087],0.09366575228319685,0.21193070548570575,0.12138177360743602,0.2639869089319762
25,[0.00014845159788006205],0.09574113671633891,0.21361575654245452,0.10274178658657745,0.24504375846973106
26,[0.00014404243697142632],0.09424019821212153,0.20904478299427276,0.1003019882084083,0.23171877009528025
27,[0.00013976423255093796],0.09475355787310168,0.20968855505175737,0.11069513862130484,0.23828626333523406
28,[0.00013561309507994257],0.0948949499588943,0.2106750712996953,0.1292797868281031,0.2912658252187375
29,[0.0001315852505429732],0.09155876046315105,0.20630707557187417,0.0916412793544691,0.2043636879051672
30,[0.00012767703701659636],0.09175154286503968,0.20418018882957092,0.13182724040867425,0.26572549679894436
31,[0.0001251362639799661],0.08890107570996679,0.20037545767140186,0.12172085334306587,0.2713835498830403
32,[0.00012141959180349711],0.08957724014897758,0.19965777311761532,0.0907262584436804,0.20941014494151194
33,[0.00011781330850734145],0.0901604962622631,0.19859080401475085,0.12834697768791145,0.2717651621396862
34,[0.0001143141354313649],0.09027998878604308,0.19825771428991182,0.12177926085905226,0.23858713727198175
35,[0.00011091889129491791],0.08581526638285476,0.19160860419085338,0.15371155452880778,0.29905707387527675
36,[0.00010762448930456754],0.08591598927513328,0.19021740664535564,0.11696610530651709,0.25616653547930057
37,[0.00010548276196740664],0.08587237772955884,0.1881084856985362,0.09230639044441648,0.21032929406173703
38,[0.0001023498184542127],0.08859556627557992,0.1920112757295015,0.0974938042922569,0.222926706981176
39,[9.930992649630411e-05],0.0845765507551477,0.1866050175471552,0.09455544219564782,0.22497860118270174
40,[9.636032236943738e-05],0.08468893237419174,0.1867348484576007,0.09643613457330254,0.21519726243163986
41,[9.349832443474271e-05],0.08367830917490424,0.1838234715910925,0.11196244241935867,0.23110611736774445
42,[9.07213307007064e-05],0.0836277728060803,0.18638872667770606,0.0918504686942741,0.21509234851865627
43,[8.802681645756472e-05],0.08311266937647983,0.1833425123560059,0.08482225237688276,0.20017120872796978
44,[8.627508281005918e-05],0.08420428211894265,0.18398569935067582,0.08489559559044299,0.20093251451818164
45,[8.371262657551763e-05],0.08235427208102589,0.1811470561573949,0.08980674903466503,0.19896960596857802
46,[8.122627785359817e-05],0.08253646933680953,0.17803785673378436,0.10108514429568481,0.20918120829853168
47,[7.881377617506845e-05],0.08139290161596548,0.17869961115183652,0.09691430532188812,0.207861282201464
48,[7.647292820889273e-05],0.07986890022088637,0.1753676363242491,0.08396641449379261,0.1870124978201984
49,[7.420160576816041e-05],0.08015783500293529,0.17567726631385344,0.09882182908305989,0.20775550246429342
50,[7.272499381337402e-05],0.08147314734828634,0.1780698427573592,0.09811009580233712,0.21612208659079538
51,[7.0564988772123e-05],0.08096905253236954,0.17693581516572318,0.0874064823251162,0.20490106848130094
52,[6.846913804060217e-05],0.08057342051959072,0.17353082297361833,0.09758398801819093,0.21479158294099227
53,[6.643553617165824e-05],0.07993100088768537,0.17277313948470016,0.08812003135522291,0.18519497486446967
54,[6.446233431182382e-05],0.07834736089247876,0.16963164803834738,0.10471709986834891,0.23245945693587444
55,[6.254773852042835e-05],0.07690367350700926,0.16924706105399615,0.09535920238698214,0.21326753771953236
56,[6.130303852387182e-05],0.07585269824193659,0.16742421386391454,0.08265322404724956,0.19246054035641236
57,[5.94822769766743e-05],0.07582704840500706,0.1660656535728665,0.08168786098517335,0.1935680616797923
58,[5.7715593868190097e-05],0.07575711260524456,0.1661377294474542,0.10585249018376824,0.21546044842457213
59,[5.6001383014710986e-05],0.07442594951284479,0.1652972725293703,0.10355382891637939,0.21080532590590562
60,[5.433808593779105e-05],0.07457511552258413,0.1631870903899232,0.11823036268289917,0.2636291673506247
61,[5.272419044735272e-05],0.07340434425841973,0.16293337895111046,0.0996314016168814,0.21308389202808775
62,[5.16749790574504e-05],0.07406503795852033,0.162253970684148,0.0889061296195872,0.19543031116983275
63,[5.014018050446507e-05],0.07274983993189471,0.160169943066092,0.08403928674805139,0.1955755765535938
64,[4.865096700330195e-05],0.07365364883313659,0.16218262113731421,0.07897657739804752,0.1756063455870665
65,[4.720598463233688e-05],0.07449107112235676,0.16084680503947368,0.08504220651093322,0.18428036967701494
66,[4.5803919682771835e-05],0.07462753870372268,0.1618443094811202,0.08366018505111686,0.19278861267734437
67,[4.444349746427382e-05],0.07409783451846483,0.15922633773351483,0.09429150898414634,0.1987975609582116
68,[4.355907186473477e-05],0.07282961885519984,0.158357620852157,0.08700021509645081,0.18901698383441104
69,[4.226532387128028e-05],0.07274169429059953,0.1595301167761704,0.08909332846750075,0.19645744231718182
70,[4.1010001486979385e-05],0.07203676516266729,0.15586339983029865,0.11856666725994681,0.24175302787566744
71,[3.979196343281461e-05],0.07073272767626727,0.1574675263726416,0.07432656891659888,0.16921813604928282
72,[3.861010232689659e-05],0.07099926734720081,0.15496152540419114,0.09072581150416117,0.1972569866157544
73,[3.746334367768543e-05],0.07117216415273375,0.15454978108681328,0.07362405437904634,0.17270576123044942
74,[3.671782313849949e-05],0.0708532731497468,0.15332190249378094,0.07620540347450705,0.17628385058280502
75,[3.562726707346291e-05],0.07075912619992211,0.15259030387617376,0.08354060944400109,0.17504154509509295
76,[3.456910161411398e-05],0.07111228309131125,0.15400568132751843,0.08402070597703777,0.18765808066833756
77,[3.3542364727073174e-05],0.07008585679755805,0.1533769147827901,0.07656186243602589,0.1698346933576344
78,[3.2546122952314376e-05],0.0698436395143751,0.15067955979222436,0.07647651796942072,0.1706523304300776
79,[3.157947055450769e-05],0.06952278933753088,0.15062646817761402,0.07538131812313345,0.18045079434858458
80,[3.0641528699568256e-05],0.06951271805614732,0.15049217062667875,0.07263172497706753,0.1635782553601875
81,[3.0031762278446847e-05],0.06911081370985801,0.1503447361555493,0.08494537650966949,0.18765455559054925
82,[2.9139788907014697e-05],0.06814135353233873,0.15074112488343272,0.07489617101387429,0.16992184564248838
83,[2.8274308036687453e-05],0.06959206121786697,0.1500370455145287,0.08397644173616031,0.20292707200624796
84,[2.74345328136898e-05],0.06813805119582476,0.14921758151441905,0.07666668461075724,0.16913067549467087
85,[2.66196997545904e-05],0.06850836710341408,0.14761661503082138,0.07550058008701817,0.16559701899030824
86,[2.582906805217931e-05],0.06769641157310917,0.14667717437053776,0.07157557434650627,0.15904369271958052
87,[2.531506959794094e-05],0.06844980464978508,0.1468869221740153,0.08033532887570131,0.1828335668327712
88,[2.4563186715812494e-05],0.06790012363964251,0.14708912179344166,0.08356260636976279,0.17887587878686279
89,[2.3833635507166145e-05],0.06712464436336278,0.14566187240798625,0.08107235107912437,0.19312158725790377
90,[2.3125752698967804e-05],0.06756643543365906,0.14545733431091623,0.08235779730305234,0.18116777599938133
91,[2.243889471805576e-05],0.0671152504917387,0.14490230530371612,0.09469680234726303,0.2055985091655239
92,[2.1772437106034782e-05],0.0658845043315508,0.14366746034202774,0.06843561984535092,0.15626644419391017
93,[2.133916560762469e-05],0.0670079734699041,0.14441250629543312,0.07013268038423966,0.16437729702257653
94,[2.070537104991263e-05],0.06627052986741798,0.1435891556545893,0.0659321256911259,0.1494338073170007
95,[2.0090400824359176e-05],0.0665039479206307,0.1450282398332973,0.06551525439582527,0.1526054652101958
96,[1.9493695829474885e-05],0.0662849865557413,0.14349374736274678,0.07793903410402951,0.17256650959314312
97,[1.891471356964365e-05],0.06632016578960058,0.1427065451417423,0.07402630689254067,0.16679413144840105
98,[1.8352927661911663e-05],0.06540510629063309,0.14246761105677236,0.06912116425584501,0.1642318049600638
99,[1.7987704401439622e-05],0.06654637380719779,0.14287662637463286,0.07034934258489593,0.1550121545346815
