epoch,lr,train_loss,train_phys_reg,test_loss,test_phys_reg
100,[1.7453451593012467e-05],0.06469603218827782,0.1405512355179526,0.06667053748343164,0.1457577689465429
101,[1.6935066627248403e-05],0.06566332557301942,0.1408988813361516,0.07096134335088577,0.14731590457753077
102,[1.64320782133525e-05],0.06493846472503442,0.141154736612287,0.07748557612506439,0.16747755129962588
103,[1.5944029058337718e-05],0.06559400697896485,0.1401387051290485,0.0761568577789358,0.16648869813759443
104,[1.5470475451276032e-05],0.06534066856597733,0.13924302921712142,0.07664871191196858,0.15996592612599514
105,[1.516261298979564e-05],0.06408223238852212,0.13886093293424015,0.06935413091628155,0.15609165946684922
106,[1.4712268221385719e-05],0.06462679207754402,0.13849179636488287,0.07646270267871906,0.15469726057512673
107,[1.4275299142942342e-05],0.06351802942973436,0.13681411422062212,0.07650608259207531,0.17410375708455977
108,[1.3851308483097812e-05],0.06421235762749737,0.13854049050784867,0.06630058747444198,0.14807120017977413
109,[1.3439910769841324e-05],0.06366791343939593,0.1374661980922069,0.06933767119370925,0.15023284626286676
110,[1.3040731980066267e-05],0.06433464837530771,0.1392398508203961,0.07036258938358918,0.1610801233284509
111,[1.2781221413662947e-05],0.06330857422647,0.13733420941399774,0.06831326934177356,0.14674813050165106
112,[1.2401606356455745e-05],0.06299187836785601,0.1364843554977584,0.07076134352382821,0.15512108234073052
113,[1.2033266246062654e-05],0.06481658503547842,0.1374328938816698,0.07216287092534082,0.1620877366552729
114,[1.1675866205288347e-05],0.06276919434253782,0.13669445652513038,0.06360469756524827,0.14060518497438318
115,[1.1329081303125078e-05],0.0631935704828988,0.13566527900060515,0.07047577326231674,0.15548810183302933
116,[1.099259625934096e-05],0.0628886307973269,0.13619583672365812,0.06645357142935303,0.14285325722050057
117,[1.0666105157842272e-05],0.06278809377935021,0.13587334651737518,0.0677613185873545,0.1548503733583605
118,[1.045384966520121e-05],0.06378399076618457,0.13479938522576554,0.06963747269166176,0.15313337875136943
119,[1.0143359876295069e-05],0.06307625097193259,0.13502710064636805,0.06525214262274918,0.14533890905315433
120,[9.842091944609229e-06],0.06336667823449509,0.13577170528400023,0.06462969910551998,0.14295757930479577
121,[9.549771971762391e-06],0.06232966334621748,0.1335596896287357,0.06543176766953615,0.13962382442756757
122,[9.266134194429077e-06],0.06195111100322529,0.13446755055638399,0.06490874539083763,0.14824002121747937
123,[8.990920742720339e-06],0.06281323157699996,0.13458830639327918,0.06485341003597546,0.13971719214879375
124,[8.812001419940203e-06],0.06270180067556261,0.1345266073802946,0.062394842283049624,0.13820026233506355
125,[8.550276165766558e-06],0.06237961390292805,0.13319505005371277,0.06440891224994207,0.14204095576458903
126,[8.296324413367124e-06],0.06150592474946679,0.13254950478123678,0.06956184513247343,0.15179367800320642
127,[8.049915281965706e-06],0.062469783343198394,0.13387525747452222,0.06091933980631803,0.1349051528092005
128,[7.810824748176042e-06],0.06203578604859062,0.1326992559329549,0.0640911056415867,0.13655844921750554
129,[7.5788354423304655e-06],0.061977222373537685,0.13267372815608056,0.06050370191174275,0.13395066718970025
130,[7.428016617028089e-06],0.06252947498924859,0.13342452010086503,0.062211372037686265,0.13750087976582778
131,[7.207397095485737e-06],0.06187495438681689,0.13261227803550693,0.062351089987609944,0.13434889368506384
132,[6.993330194352715e-06],0.061967912123030426,0.13205075254638038,0.06357291054878153,0.136428653050079
133,[6.785621294250244e-06],0.06085036673638641,0.13150967241663872,0.06361006001737327,0.13919688129761834
134,[6.584081556189718e-06],0.06232173092803411,0.13209548935483986,0.06844543272069395,0.14449874331543186
135,[6.3885277498893275e-06],0.06074606495990201,0.13166031115458154,0.06462620238441902,0.1378731947543143
136,[6.26139604766653e-06],0.061368724922331766,0.13215844858944417,0.06115006489444898,0.13367758232202612
137,[6.075426323654786e-06],0.061320563351340576,0.13169461850737177,0.06367469029322362,0.14325199277003184
138,[5.8949800864159155e-06],0.06124394079674828,0.13158706639846887,0.06241410950035937,0.13443414713623428
139,[5.719893282869276e-06],0.06080983214244696,0.13061056401586035,0.06043578093764243,0.13083100701763686
140,[5.550006732474776e-06],0.06208403729041293,0.13221585837205754,0.06051901370477575,0.13133149660790144
141,[5.385165982513543e-06],0.0610055934639608,0.1305509202947702,0.06474499137941073,0.13543450103194982
142,[5.278001179461523e-06],0.060939315533336855,0.12994355473641192,0.06466698258924586,0.1395623841519549
143,[5.121239266430336e-06],0.061162222324563975,0.13045678994104454,0.06125959060561936,0.13237614219567415
144,[4.9691333389780884e-06],0.0610503712662601,0.12991764425230554,0.06587754604992455,0.14127421734143675
145,[4.8215451096771e-06],0.06030059025776011,0.1301024566176209,0.0591129546067608,0.12944859267869738
146,[4.678340398374581e-06],0.06123783702141676,0.13004369109771305,0.05950529355881438,0.1298133257959189
147,[4.539389010202458e-06],0.06052375825551418,0.12882673371400863,0.060133777602490335,0.1321675771875168
148,[4.449055168899429e-06],0.06068842712522773,0.1308109271143846,0.06081790246291837,0.13430327459025992
149,[4.316913781327947e-06],0.06039470843799761,0.1293129523444428,0.059993935812479145,0.1301405365421955
150,[4.188697125108726e-06],0.06105771369209429,0.1299980660141253,0.0601151061853938,0.1303054692108494
151,[4.0642886317958715e-06],0.060324581222813346,0.12923240434604583,0.058600748208031725,0.12655429237845864
152,[3.943575195142903e-06],0.06003628841485544,0.1280863751078006,0.05961713152351791,0.128804158316111
153,[3.826447068271963e-06],0.059887850771787786,0.12803212952694043,0.06539735062591938,0.14083949335888504
154,[3.7127977638972174e-06],0.06002846749511918,0.1295182979848561,0.06270568839697314,0.13260545650683742
155,[3.6389130883956627e-06],0.05960993233518664,0.1287877998623473,0.05966212287513432,0.12935461217501779
156,[3.5308337307572228e-06],0.060022279337786366,0.1284731651686547,0.059321302229534585,0.12982225824774965
157,[3.425964438120002e-06],0.05990590381663724,0.1271168025020566,0.05923483637509061,0.12810244523227088
158,[3.3242098683434e-06],0.06007392529892098,0.1282308756270186,0.06021997344487511,0.12894447251105867
159,[3.2254775110437324e-06],0.060222074130955636,0.12781393591302823,0.06139184256145822,0.13031908405869247
160,[3.129677603488222e-06],0.05922122641635118,0.12799400066128597,0.05861460596624849,0.12690450489393937
161,[3.0673970191788065e-06],0.06005544234588734,0.12820513367623443,0.05951156844097033,0.1305200528742662
162,[2.976292260312177e-06],0.05884272285617779,0.12666535695769585,0.0582291270846497,0.12651265025742528
163,[2.887893403888645e-06],0.05964987286785385,0.12743883904945866,0.057829030751705424,0.12750591444911988
164,[2.8021200818997486e-06],0.06000042901502425,0.127453698258882,0.058241127841254035,0.12641242886784235
165,[2.7188943133472436e-06],0.05960919740638523,0.12738373841142597,0.058336821736207904,0.12560450732866837
166,[2.6381404333465168e-06],0.05914744947910177,0.12723957728143295,0.057950589770097725,0.12566710822681373
167,[2.585641438722921e-06],0.05999464105460698,0.12766794484359012,0.05882777952785685,0.12675564369953263
168,[2.5088453023514113e-06],0.06072377668801967,0.12832508441957793,0.05849125505145043,0.12808874137461312
169,[2.434330088026272e-06],0.05962243114994625,0.12717222624435787,0.05742652637602043,0.1247332721535585
170,[2.362028050081804e-06],0.05928980675980107,0.1266941316285258,0.05758872887552547,0.12479116845486769
171,[2.291873454966324e-06],0.059645122186967055,0.1269498037553391,0.05720554331520092,0.12401090958701776
172,[2.2238025214803693e-06],0.05928803141688683,0.1270924287433907,0.05731587038079559,0.12413136542701264
173,[2.1795488513029095e-06],0.05970285216887699,0.1273309665401559,0.057968562576117544,0.12506939499362954
174,[2.1148140708703616e-06],0.05979161033134055,0.12728181194056323,0.058534220853911786,0.12598333011335655
175,[2.0520019781514404e-06],0.05956836787159331,0.12672182099081689,0.05715544452306939,0.12423077595831235
176,[1.991055467398364e-06],0.05934192005023683,0.12699732534331706,0.0569588182204123,0.12364288100174495
177,[1.931919128961165e-06],0.05875204219328223,0.12561467686075145,0.05738753717797779,0.12418156606492711
178,[1.8745391989118895e-06],0.05903476159342794,0.12571393141860518,0.05699003348424872,0.12320364872688677
179,[1.8372358688535429e-06],0.059234288150917004,0.1262244774665355,0.0569754936881284,0.1238642563539019
180,[1.7826681263127236e-06],0.05896954168437519,0.12590969997664272,0.05750197632861798,0.12350191193412362
181,[1.7297211002931094e-06],0.05879722874827287,0.1258157015592018,0.057245709478600956,0.12376831896078866
182,[1.6783466538933038e-06],0.05890733611250812,0.1263876640802055,0.056856361378643555,0.1229377267981516
183,[1.6284980799260188e-06],0.05893558249831467,0.12656823522662103,0.057126195851101805,0.12400481061163995
184,[1.5801300584541362e-06],0.059493259869816656,0.12626352525894782,0.05695648219333147,0.1233007161220762
185,[1.5486854702908988e-06],0.05972026337934143,0.1266155730655251,0.05718925462634579,0.12252266276905786
186,[1.5026879631377886e-06],0.059061923491842,0.12627369226480237,0.05735169119561023,0.12355452525749136
187,[1.4580566279446331e-06],0.05994269513202532,0.12719466918332362,0.0568472368916723,0.12322155775418922
188,[1.4147508880380495e-06],0.05948556621001865,0.12635333236111357,0.056948992334353896,0.12452840110036864
189,[1.3727313719124313e-06],0.05876136159259887,0.1262012440162229,0.05698661676951563,0.12349975375192505
190,[1.3319598774352603e-06],0.05894875906424889,0.12610541270769457,0.05645815998331697,0.12267981951774311
191,[1.2923993371155556e-06],0.05922747993829972,0.12568953808029626,0.05711674026207629,0.1234994211128907
192,[1.2666805903069558e-06],0.058806807441221264,0.1259788559705164,0.058989561887692284,0.124767302847239
193,[1.229058910094249e-06],0.059714331920206074,0.12672080695934743,0.057141190319300206,0.1244933760639574
194,[1.1925546314055396e-06],0.05960798362645619,0.12672391063099997,0.05743090482329382,0.12336377250646223
195,[1.1571345662981636e-06],0.05895953838193252,0.12575624809952013,0.056718844006946094,0.12296964800052805
196,[1.1227665125445417e-06],0.05855156489200982,0.12560710049025342,0.05692025448785408,0.12367314091528148
197,[1.0894192243554563e-06],0.05995513371429624,0.12650931090808512,0.05651262263928268,0.12217017839045159
198,[1.0677397817907825e-06],0.0589207873937728,0.12534254505555692,0.05672175711644357,0.1224539565808102
199,[1.0360268425318146e-06],0.05853391359048885,0.12523621424710318,0.056308881147329744,0.12166317878787451
200,[1.005255809281777e-06],0.05885907430245012,0.12559294045428931,0.05662475052132789,0.12250096206344775
